Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr15	20890363	12.7553412308	10.3560883896796
chr15	20890631	12.750585353	10.3595055465542
chr15	20890798	12.7434502856	10.3616337027519
chr15	20890947	12.7271947429	10.3635300547686
chr15	20890969	12.6957017591	10.3638093602073
chr15	20891046	12.5962607714	10.3647792722867
chr15	20891351	12.3614575069	10.3685495168263
chr15	20891795	8.7757621664	10.3724459552282
chr15	20891844	8.7553535612	10.3728749675527
chr15	20892012	8.4940288619	10.3743019644015
chr15	20893702	8.1813687436	10.3881284775782
chr15	20893909	7.6714622319	10.3897164702602
chr15	20894515	6.5295733028	10.3936733916817
chr15	20894895	6.6143224824	10.396186834225
chr15	20895400	6.4268372568	10.3994323870397
chr15	20895495	5.1795905937	10.3999244481461
chr15	20895878	4.9761793003	10.4018303248181
chr15	20896249	4.9321696229	10.4036601597482
chr15	20896415	4.9076498825	10.4044748296287
chr15	20896621	4.8997707282	10.4054841823987
chr15	20896772	4.8940932775	10.4062231904836
chr15	20898249	5.0617715976	10.4136994271332
chr15	20898302	5.2264415453	10.4139764285351
chr15	20898610	5.2782712315	10.4156021360744
chr15	20898926	5.2915934896	10.4172742796171
chr15	20899190	5.2977908159	10.4186728963925
chr15	20899195	5.2970765399	10.4186993817752
chr15	20900085	5.2938816457	10.4234109364399
chr15	20900342	5.2070888693	10.4247491582793
chr15	20900519	2.2503153966	10.4251474641045
chr15	20900668	1.5679461134	10.4253810880754
chr15	20901247	1.2599106713	10.4261105763541
chr15	20901515	0.4214060694	10.4262235131807
chr15	20908541	0.4276303412	10.429228043958
chr15	20909462	1.5065081528	10.4306155379667
chr15	20909727	2.6618147053	10.4313209188636
chr15	20911139	2.6587545923	10.4350750803479
chr15	20913228	2.6068796718	10.4405208519823
chr15	20913369	2.5653449546	10.4408825656209
chr15	20913454	2.5675323165	10.4411008058678
chr15	20913722	2.5627002563	10.4417876095365
chr15	20915144	2.519499223	10.4453703374316
chr15	20915595	2.0100544663	10.4462768719959
chr15	20916586	1.4996253105	10.4477630006786
chr15	20919414	1.3029673554	10.4514477923596
chr15	20919810	1.3020005369	10.4519633845722
chr15	20923858	1.3020904278	10.4572342466239
chr15	20925598	5.7140679151	10.4671767247962
chr15	20926417	6.6908675951	10.4726565453566
chr15	20926647	7.2642068283	10.4743273129271
chr15	20926840	12.2518991031	10.476691929454
chr15	20926871	12.2587723516	10.4770719513969
chr15	20927282	12.3895885669	10.4821640722979
chr15	20927557	12.3900976833	10.4855713491608
chr15	20928326	12.3895546278	10.4950989166696
chr15	20928395	12.3829108899	10.495953337521
chr15	20928419	12.3701192458	10.4962502203829
chr15	20928474	12.3675780527	10.4969304371758
chr15	20929069	7.2009106341	10.5012149790031
chr15	20932322	7.1119481126	10.5243501462134
chr15	20933161	7.0606030217	10.5302739921486
chr15	20933957	7.0608213839	10.5358944059702
chr15	20937641	6.9893572927	10.5616431982365
chr15	20942236	6.8760800983	10.5932387862882
chr15	20942918	6.7478007336	10.5978407863885
chr15	20944039	6.4624181508	10.6050851571356
chr15	20944445	6.056902666	10.607544259618
chr15	20945351	6.0931856198	10.6130646857895
chr15	20945564	5.4378075131	10.6142229387898
chr15	20945821	5.0261503479	10.6155146594292
chr15	20945824	4.7374163999	10.6155288716784
chr15	20945888	4.9025567125	10.615842635308
chr15	20947324	6.0544326603	10.6245368006082
chr15	20948201	6.0403381293	10.6298341771476
chr15	20950136	6.3485881649	10.6421186952466
chr15	20950442	6.6379088072	10.6441498953416
chr15	20950587	6.6436550683	10.6451132253265
chr15	20950740	6.6510584386	10.6461308372676
chr15	20950805	6.6452482492	10.6465627784038
chr15	20951428	6.6504515764	10.6507060097359
chr15	20951536	6.6534319731	10.651424580389
chr15	20952181	6.6592800625	10.6557198160293
chr15	20952335	6.6598194351	10.6567454282223
chr15	20952464	6.661428314	10.6576047524748
chr15	20952507	6.6666777303	10.6578914196172
chr15	20952811	6.6666777293	10.6599180896469
chr15	20953689	6.6666777295	10.6657714326934
chr15	20953809	6.6647061942	10.6665711974367
chr15	20953900	6.6647061945	10.6671776857004
chr15	20954123	6.7127505081	10.6686746290637
chr15	20954209	6.7127505081	10.6692519256074
chr15	20954337	6.7364914156	10.6701141965086
chr15	20954790	6.7691652285	10.6731806283571
chr15	20954821	6.7824141806	10.6733908831967
chr15	20954869	6.7836817854	10.6737164999224
chr15	20954878	6.7845306667	10.6737775606984
chr15	20954940	6.7560347194	10.674196434851
chr15	20955237	6.7566771953	10.676203167978
chr15	20955371	6.7554632589	10.6771084000547
chr15	20956011	6.7561057527	10.6814323077364
chr15	20956557	6.7561057526	10.6851211414773
chr15	20956667	6.7667800236	10.6858654872799
chr15	20956788	6.7727073033	10.6866849848636
chr15	20956803	6.7863535667	10.6867867801671
chr15	20957423	6.8673035316	10.6910445083567
chr15	20957733	6.8685630339	10.6931737628972
chr15	20957852	6.9499207513	10.6940008034666
chr15	20957975	6.9770784805	10.6948589841197
chr15	20958146	6.9950870322	10.6960551440022
chr15	20959037	7.0126118817	10.7023033811888
chr15	20959909	7.0265640625	10.7084305450513
chr15	20959991	7.0305579427	10.7090070508026
chr15	20960369	7.0425808082	10.7116691463481
chr15	20960408	7.0545841205	10.7119442751288
chr15	20960654	7.0559184252	10.7136800310614
chr15	20960699	7.0692661778	10.7139981480394
chr15	20962051	8.85766239	10.7259737075907
chr15	20962764	8.1286373578	10.7317694260268
chr15	20962836	7.1110264903	10.7322814199341
chr15	20963064	4.8273058246	10.7333820456621
chr15	20988712	4.7997399136	10.8564857749661
chr15	20988783	4.8002737099	10.8568265943995
chr15	20994922	4.8002737099	10.8862954747046
chr15	20994987	0	10.8862954747046
chr15	20995107	0	10.8862954747046
chr15	20995256	0	10.8862954747046
chr15	20995482	0	10.8862954747046
chr15	20995620	0	10.8862954747046
chr15	21259493	1e-06	11.1501684747046
chr15	21259673	13.6013191744	11.152616712156
chr15	21260947	13.9719443567	11.1704169692665
chr15	21261151	14.5031742373	11.1733756168109
chr15	21262909	14.503174237	11.1988721971195
chr15	21264074	15.7131536363	11.2171780211058
chr15	21264537	15.7854563864	11.2244866874127
chr15	21264896	15.7854563861	11.2301536662553
chr15	21265908	15.7854563864	11.2461285481183
chr15	21266481	15.8194021996	11.2551930655787
chr15	21267174	15.8194021996	11.266155911303
chr15	21268163	15.8198157687	11.2818017090982
chr15	21268540	15.819700583	11.287765736218
chr15	21268743	15.8192207552	11.2909770380313
chr15	21269010	15.8155767689	11.2951997970286
chr15	21269905	15.7873831626	11.3093295049591
chr15	21270085	15.7873831622	11.3121712339283
chr15	21270436	15.7525964342	11.3177003952767
chr15	21270773	15.7525964341	11.323009020275
chr15	21272114	15.7053168409	11.3440698501587
chr15	21272262	15.7053168405	11.3463942370511
chr15	21272630	15.705316841	11.3521737936486
chr15	21273699	15.7053168409	11.3689627773515
chr15	21274817	15.7053168409	11.3865213215796
chr15	21274845	15.6853753428	11.3869605120892
chr15	21276100	15.6790946761	11.4066377759077
chr15	21278534	15.6790946761	11.4448006923493
chr15	21278606	15.6570930875	11.4459280030516
chr15	21279128	15.6570930875	11.4541010056433
chr15	21279430	15.6570930878	11.4588294477558
chr15	21280917	15.6095080252	11.4820407861893
chr15	21281579	15.471445642	11.4922828832043
chr15	21282052	13.4285448474	11.4986345849171
chr15	21285415	14.218596491	11.5464517249164
chr15	21285519	14.2185964904	11.5479304589514
chr15	21286159	15.4221644227	11.5578006441819
chr15	21286732	15.4221644225	11.566637544396
chr15	21286741	15.5057527221	11.5667770961705
chr15	21286963	15.5084048964	11.5702199620575
chr15	21287076	15.5132030637	11.5719729540037
chr15	21287548	15.5132030638	11.5792951858498
chr15	21290428	15.5229754511	11.624001355149
chr15	21291440	15.539856437	11.6397276898632
chr15	21291704	15.5785287568	11.643840421455
chr15	21292529	15.5785287566	11.6566927076792
chr15	21293386	15.5785287567	11.6700435068237
chr15	21293876	15.9842827463	11.6778758053694
chr15	21293951	16.2452548053	11.6790941994798
chr15	21294403	16.2452548051	11.6864370546517
chr15	21294509	16.256166916	11.6881602083448
chr15	21294682	16.2503929676	11.6909715263282
chr15	21295096	16.2503929676	11.6976991890168
chr15	21295272	16.2451364193	11.7005583330266
chr15	21296834	40.7717212695	11.7642437616496
chr15	21297007	40.8213717971	11.7713058589705
chr15	21297246	40.8213717971	11.78106216683
chr15	21297275	40.8213718001	11.7822459866122
chr15	21297307	40.8213717968	11.7835522705097
chr15	21297317	40.82137179	11.7839604842276
chr15	21298309	40.8213717973	11.8244552850505
chr15	21298360	40.8213717961	11.8265371750121
chr15	21398738	16.6026372537	13.4930766972662
chr15	21399124	16.5688111005	13.499472258351
chr15	21399419	16.4708495075	13.5043311589557
chr15	21399732	11.7998269492	13.5080245047908
chr15	21472201	5.2716186034	13.8900534333613
chr15	21999180	1e-06	14.4170324333613
chr15	22009034	4.3657327004	14.460052363391
chr15	22009207	3.7405408063	14.4606994769505
chr15	22009269	3.1077346226	14.4608921564971
chr15	22009328	2.3944200051	14.4610334272774
chr15	22010359	2.3059552464	14.4634108671364
chr15	22010382	2.3046257087	14.4634638735277
chr15	22011483	2.320261572	14.4660184815185
chr15	22011684	2.337906408	14.4664884007065
chr15	22012240	2.3015234043	14.4677680477193
chr15	22012339	2.2750186556	14.4679932745662
chr15	22012629	2.2631656883	14.4686495926158
chr15	22012637	2.2400600499	14.4686675130962
chr15	22014146	2.2200216193	14.4720175257197
chr15	22014407	2.4732044364	14.4726630320776
chr15	22015683	6.4469034802	14.4808892809183
chr15	22016462	6.6108857754	14.4860391609373
chr15	22016693	6.7989746229	14.4876097240752
chr15	22016891	7.0611177924	14.4890078253981
chr15	22017104	7.4068653202	14.4905854877113
chr15	22017143	7.6705914846	14.4908846407792
chr15	22017222	7.6718526342	14.4914907171373
chr15	22017822	7.6713837182	14.4960935473682
chr15	22018201	7.6684978338	14.4989999080472
chr15	22018452	7.6740407578	14.5009260922774
chr15	22018824	7.6740407581	14.5037808354394
chr15	22020045	7.6407457876	14.5131101860461
chr15	22021225	0.8894665906	14.514159756623
chr15	22021535	0.8807524158	14.5144327898719
chr15	22021775	0.7217981217	14.5146060214211
chr15	22027230	0.7968328165	14.5189527444351
chr15	22027438	1.5124213793	14.519267328082
chr15	22027594	2.8460487686	14.5197113116899
chr15	22027699	2.2252640524	14.5199449644154
chr15	22027793	0.7725997756	14.5200175887943
chr15	22030606	1.0134254452	14.5228683545717
chr15	22031012	3.118763665	14.5241345726197
chr15	22031302	5.0377145383	14.5255955098358
chr15	22031344	5.7578133262	14.5258373379955
chr15	22031438	5.7216507755	14.5263751731684
chr15	22031532	5.7219817053	14.5269130394487
chr15	22031614	5.6855279158	14.5273792527378
chr15	22031830	5.6860400333	14.528607437385
chr15	22031874	5.6809259887	14.5288573981285
chr15	22032106	5.6496421151	14.5301681150992
chr15	22032357	5.5557370821	14.5315626051068
chr15	22032410	5.5557032359	14.5318570573783
chr15	22032481	5.0399199056	14.5322148916916
chr15	22032515	5.0352723794	14.5323860909525
chr15	22032580	2.8813971969	14.5325733817703
chr15	22032867	0.7507548213	14.532788848404
chr15	22033089	0.73293885	14.5329515608287
chr15	22033163	0.5309175433	14.5329908487269
chr15	22037036	0.5505553083	14.535123149436
chr15	22037966	0.7606997961	14.5358306002464
chr15	22039820	1.1236171398	14.5379137864236
chr15	22039845	1.130839224	14.5379420574042
chr15	22040717	1.1781655685	14.5389694177799
chr15	22040734	1.7271996823	14.5389987801745
chr15	22041494	1.7043094371	14.5402940553467
chr15	22041838	2.5743525224	14.5411796326144
chr15	22042242	2.5844419158	14.5422237471484
chr15	22042280	2.5830742238	14.5423219039689
chr15	22042458	2.497050268	14.5427663789166
chr15	22042495	2.3920993676	14.5428548865932
chr15	22042920	2.39144846	14.5438712521887
chr15	22043228	2.3698985445	14.5446011809404
chr15	22043614	2.3610745062	14.5455125556998
chr15	22043667	2.3515016735	14.5456371852885
chr15	22044401	2.298070765	14.54732396923
chr15	22044800	2.2269828368	14.5482125353819
chr15	22045997	1.5352470075	14.5500502260499
chr15	22045998	0.8493472983	14.5500510753972
chr15	22046113	0.8221608757	14.5501456238979
chr15	22046304	0.5359935204	14.5502479986603
chr15	22051369	2.7554447441	14.5642043262892
chr15	22052675	2.9439020907	14.5680490624196
chr15	22054462	2.9436821659	14.5733094224501
chr15	22054634	2.8595593698	14.5738012666617
chr15	22056619	1.3476197654	14.5764762918961
chr15	22056928	1.346610043	14.5768923943994
chr15	22058154	0.9727955986	14.5780850418033
chr15	22063309	0.9751931852	14.583112162673
chr15	22063353	0.9819862159	14.5831553700665
chr15	22066186	1.1867143828	14.586517331913
chr15	22066342	1.1854077301	14.5867022555189
chr15	22067211	7.8159591486	14.593494324019
chr15	22074752	7.8201160449	14.6524658191136
chr15	22076915	7.8671886719	14.6694825482109
chr15	22078479	7.8768226159	14.6818018987822
chr15	22078660	7.8810889453	14.6832283758813
chr15	22078827	7.8810889455	14.6845445177352
chr15	22078855	7.8810889464	14.6847651882257
chr15	22079272	7.8817954288	14.6880518969195
chr15	22079517	7.881795429	14.6899829367996
chr15	22080159	7.8800299045	14.6950419159983
chr15	22080184	7.880029908	14.695238916746
chr15	22080425	7.8800299046	14.697138003953
chr15	22080985	7.8800299045	14.7015508206995
chr15	22081297	7.8801579481	14.7040094299793
chr15	22081910	7.8801579478	14.7088399668013
chr15	22081977	7.8801579492	14.7093679373839
chr15	22082499	7.8813557688	14.7134820050952
chr15	22083068	7.8813557687	14.7179664965276
chr15	22083314	7.882501176	14.7199055918169
chr15	22083913	7.8825011761	14.7246272100214
chr15	22084363	7.8825011762	14.7281743355507
chr15	22085390	7.882501176	14.7362696642585
chr15	22086343	7.8951077997	14.7437937019916
chr15	22086543	7.8951078	14.7453727235516
chr15	22087089	7.8984123211	14.7496852566789
chr15	22087519	7.9020889751	14.7530831549382
chr15	22088050	7.9100322959	14.7572833820873
chr15	22088561	7.9224911583	14.7613317750692
chr15	22089256	7.9224911583	14.7668379064242
chr15	22090340	7.9390226545	14.7754438069817
chr15	22091136	7.9390226545	14.7817632690147
chr15	22091337	7.9390226542	14.7833590125682
chr15	22092094	7.9438221551	14.7893724859396
chr15	22092981	7.9387060873	14.796414118239
chr15	22093690	7.9387060873	14.8020426608549
chr15	22093852	7.9387060877	14.8033287312411
chr15	22093950	7.9300866765	14.8041058797354
chr15	22094035	7.9300866765	14.8047799371029
chr15	22095237	7.8655609522	14.8142343413674
chr15	22096111	7.8655609521	14.8211088416395
chr15	22097009	7.7744089947	14.8280902609167
chr15	22097147	7.6825530638	14.8291504532395
chr15	22098172	7.5891800138	14.8369293627536
chr15	22099445	7.5832564481	14.846582848212
chr15	22105550	7.5733892131	14.892818389358
chr15	22121578	9.5101674857	15.0452473538188
chr15	22121925	13.7754877666	15.0500274480738
chr15	22122116	13.8379514759	15.0526704968057
chr15	22122291	13.8283258251	15.0550904538251
chr15	22122310	13.7767693526	15.0553522124428
chr15	22122333	13.7337417652	15.0556680885034
chr15	22122392	11.7559690441	15.056361690677
chr15	22122934	10.4936084677	15.0620492264665
chr15	22123143	2.9032823201	15.0626560124714
chr15	22125874	2.9059525352	15.070592168845
chr15	22125989	2.9134651783	15.0709272173405
chr15	22126003	2.9244033785	15.0709681589878
chr15	22126629	2.9239778696	15.0727985691342
chr15	22127303	2.921169096	15.0747674371049
chr15	22127948	2.920130853	15.0766509215051
chr15	22132510	2.9236144776	15.0899884507519
chr15	22132564	2.9240504389	15.0901463494756
chr15	22133525	2.9262669626	15.0929584920267
chr15	22133698	2.9287386029	15.093465163805
chr15	22133812	2.9297048895	15.0937991501624
