Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr19	691025	3.8750246633	2.02163859893764
chr19	691909	3.9532518024	2.02513327353096
chr19	697514	5.6256191751	2.0566648690074
chr19	699532	4.2444110557	2.0652300905178
chr19	704538	4.1726906338	2.0861185798306
chr19	705302	3.8016671958	2.08902305356819
chr19	710050	3.686722109	2.10652761014173
chr19	715780	3.6832823766	2.12763281815964
chr19	717664	3.6270293591	2.13446614147219
chr19	723205	3.6466695252	2.15467233731132
chr19	725939	3.7759832489	2.16499587551381
chr19	726098	4.0516213045	2.16564008330123
chr19	726200	4.5455950558	2.16610373399692
chr19	726482	6.0342876285	2.16780540310816
chr19	728236	5.8513287107	2.17806863366673
chr19	730030	1.1928757464	2.18020865275577
chr19	730235	0.8876164391	2.18039061412578
chr19	730297	0.7102898705	2.18043465209775
chr19	731055	0.7240707745	2.18098349774482
chr19	731144	0.7446085653	2.18104976790713
chr19	731384	0.9622583614	2.18128070991387
chr19	732880	2.166677673	2.18452205971267
chr19	734851	2.2914430381	2.18903849394077
chr19	737123	2.3262841466	2.19432381152185
chr19	741758	2.3262841466	2.20510613854134
chr19	743589	2.326922824	2.20936673423208
chr19	744501	2.3387950907	2.2114997153548
chr19	745344	2.3389081943	2.21347141496259
chr19	746206	2.3374399831	2.21548628822803
chr19	747150	2.3368612119	2.21769228521206
chr19	750173	2.7946448143	2.22614049648569
chr19	750184	3.22917686	2.22617601743115
chr19	750583	4.4964238362	2.2279700905418
chr19	751553	4.6057439145	2.23243766213886
chr19	752878	5.0047057378	2.23906889724145
chr19	753715	5.0897178934	2.24332899111822
chr19	753950	5.4086228869	2.24460001749665
chr19	753962	5.7354713292	2.2446688431526
chr19	753990	6.134423225	2.2448406070029
chr19	754018	6.45345826	2.24502130383418
chr19	756179	10.6877284757	2.26811748507016
chr19	756709	10.6890868248	2.27378270108731
chr19	756985	15.0878201983	2.27794693946204
chr19	757412	15.1211869354	2.28440368628345
chr19	757606	15.1234610287	2.28733763772302
chr19	760809	15.1234610287	2.33577808339795
chr19	763508	15.1234610287	2.37659630471441
chr19	763952	15.0869677434	2.38329491839248
chr19	764046	15.0869677434	2.38471309336036
chr19	764389	15.0303009859	2.38986848659852
chr19	765374	14.9406696103	2.40458504616467
chr19	765568	14.8552414423	2.40746696300447
chr19	766103	14.7208465863	2.41534261592814
chr19	766369	14.7183402152	2.41925769442539
chr19	773437	14.5611140835	2.52217564876757
chr19	776648	14.4066169495	2.56843529579241
chr19	782854	7.3252157262	2.61389558458921
chr19	784824	7.3805143653	2.62843519788885
chr19	789890	7.3669692163	2.66575626393862
chr19	792621	7.3569471633	2.6858480866416
chr19	797079	0.6177921964	2.68860220425315
chr19	799342	0.4118156007	2.68953414295753
chr19	799770	0.3601038525	2.6896882674064
chr19	801381	0.3544185942	2.69025923576166
chr19	802209	0.3526083068	2.69055119543969
chr19	802244	0.350904774	2.69056347710678
chr19	803086	0.3503388213	2.69085846239431
chr19	803697	0.3505058466	2.69107262146658
chr19	803945	0.3503020748	2.69115949638113
chr19	804013	0.3511672937	2.6911833757571
chr19	804079	0.3505471032	2.69120651186591
chr19	804327	0.3510343718	2.69129356839011
chr19	806673	0.3786281094	2.69218182993477
chr19	806977	0.5747511182	2.6923565542747
chr19	807442	0.8631395841	2.69275791418131
chr19	812801	1.0856223604	2.69857576441069
chr19	814907	1.1231844079	2.70094119077373
chr19	817708	1.2601015543	2.70447073522732
chr19	819997	1.2702307648	2.70737829344795
chr19	820095	1.2793972797	2.70750367438136
chr19	823550	1.2803373078	2.71192723977981
chr19	824168	1.2827002805	2.71271994855316
chr19	827655	1.4198030993	2.71767080196042
chr19	829568	5.8082781361	2.72878203803478
chr19	830621	6.9331207845	2.73608261422085
chr19	830854	18.2476107144	2.74033430751731
chr19	836766	6.972623503	2.78155645766705
chr19	840776	7.2086581379	2.81046317680002
chr19	840984	7.420195545	2.81200657747338
chr19	844020	9.8873415547	2.84202454643345
chr19	846041	9.9291854149	2.86209143015697
chr19	846716	9.9291854149	2.86879363031202
chr19	850023	9.9467147284	2.90168741591884
chr19	850199	9.9582496526	2.9034400678577
chr19	852104	9.9672786526	2.9224277336909
chr19	859214	7.3111928342	2.97441031474207
chr19	861593	7.1363834536	2.99138777097818
chr19	862912	5.4628570423	2.99859327941697
chr19	863038	1.934775334	2.99883706110906
chr19	864120	1.9352266001	3.00093097629037
chr19	865374	1.6580773329	3.00301020526582
chr19	865406	1.4523342725	3.00305667996254
chr19	865818	1.4359774821	3.00364830268517
chr19	865835	1.4130934129	3.00367232527319
chr19	866018	1.4086226652	3.00393010322092
chr19	867735	1.5433864688	3.00658009778785
chr19	868115	1.5739190461	3.00717818702537
chr19	869037	1.0222784893	3.0081207277925
chr19	869061	0.9842101829	3.00814434883689
chr19	869496	0.3220089921	3.00828442274845
chr19	871135	0.301985667	3.00877937725666
chr19	871447	0.2961258033	3.00887176850729
chr19	876604	0.3117143639	3.01047927948192
chr19	877437	0.3293322641	3.01075361325792
chr19	880602	0.3734754705	3.01193566312205
chr19	881161	0.4436536189	3.01218366549502
chr19	881413	0.5211999641	3.01231500788597
chr19	884782	0.5467793904	3.01415710765223
chr19	885818	0.5452701261	3.01472200750287
chr19	887128	0.5454362771	3.01543652902587
chr19	889821	0.5472130774	3.01691017384331
chr19	889898	0.550164663	3.01695253652236
chr19	890844	3.1382039906	3.01992127749747
chr19	896499	8.8421710654	3.06992375487231
chr19	897571	8.857939851	3.07941946639258
chr19	899978	8.7071833911	3.10037765681496
chr19	902247	7.884195478	3.11826689635454
chr19	903120	6.8253662299	3.12422544107324
chr19	904139	6.830047791	3.13118525977227
chr19	906633	5.2100499934	3.14417912445581
chr19	907673	4.2645801538	3.14861428781576
chr19	910742	3.8706038546	3.16049317104553
chr19	923744	3.9823999126	3.21227233470916
chr19	927971	6.0599275649	3.23788764852599
chr19	928073	7.2156066096	3.23862364040017
chr19	929257	7.3049949963	3.24727275447579
chr19	931523	7.313483324	3.26384510768797
chr19	938708	5.3534565871	3.30230969326628
chr19	939673	5.0510248391	3.30718393223602
chr19	939697	4.7065610783	3.3072968897019
chr19	941603	2.728901687	3.31249817631732
chr19	942660	0.9838969442	3.31353815538734
chr19	945013	1.0886603809	3.3160997732636
chr19	945089	1.2180482989	3.31619234493432
chr19	945710	1.5771354351	3.31717174603952
chr19	946163	1.5710424855	3.31788342828545
chr19	948532	2.3261141195	3.32339399263455
chr19	948629	2.9358931375	3.32367877426889
chr19	949122	3.964524378	3.32563328478725
chr19	950380	4.4590155098	3.33124272629858
chr19	950560	4.5378500149	3.33205953930126
chr19	950694	4.5376238816	3.33266758090139
chr19	952866	4.575799761	3.34260621798229
chr19	954678	4.9991153736	3.35166461503925
chr19	954701	5.3355760165	3.35178733328763
chr19	955110	5.3355760165	3.35396958387838
chr19	955552	5.3268975074	3.35632407257665
chr19	955577	5.3200694432	3.35645707431273
chr19	957385	4.0198558448	3.36372497368013
chr19	957447	2.3399060339	3.36387004785423
chr19	958495	2.0134884493	3.3659801837491
chr19	960187	2.0016617468	3.36936699542468
chr19	960266	1.9972249527	3.36952477619594
chr19	960277	1.9945949645	3.36954671674055
chr19	960445	1.9834818586	3.3698799416928
chr19	960701	1.9641896624	3.37038277424637
chr19	961054	0.8390976912	3.37067897573137
chr19	962108	0.4996764605	3.37120563472073
chr19	962161	0.2160392577	3.37121708480139
chr19	964434	0.2156902815	3.37170734881124
chr19	966693	0.2193729747	3.37220291236109
chr19	971933	7.8025669403	3.41308836312826
chr19	976024	7.8345268722	3.44513941256243
chr19	984533	3.125871597	3.4717374539813
chr19	984554	1.1252470819	3.47176108417002
chr19	984578	0.4792500279	3.47177258617069
chr19	985997	0.4790380416	3.47245234115172
chr19	987051	1.6933976552	3.4742371822803
chr19	987571	1.278965421	3.47490224429922
chr19	988136	1.1197188756	3.47553488546394
chr19	988165	0.962655679	3.47556280247863
chr19	988175	0.831395112	3.47557111642975
chr19	988261	0.7672486599	3.4756370998145
chr19	988336	0.729945208	3.4756918457051
chr19	989730	0.730370497	3.47670998217792
chr19	990281	0.7340977338	3.47711447002924
chr19	992903	0.7491570704	3.47907875986783
chr19	998127	11.1748220717	3.53745603037044
chr19	1002848	4.6593701329	3.55945291676786
chr19	1003173	4.2646254053	3.56083892002458
chr19	1004824	4.0740171713	3.5675651223744
chr19	1005231	0.4235404973	3.5677375033568
chr19	1006769	3.6330187565	3.5733250862043
chr19	1007354	3.6288570025	3.57544796755076
chr19	1008505	3.6286761741	3.57962457382715
chr19	1008684	3.6239097735	3.58027325367661
chr19	1008880	0.3326537488	3.58033845381137
chr19	1012612	0.3292908587	3.58156736729604
chr19	1014399	0.3344740155	3.58216507236174
chr19	1014713	0.3417821724	3.58227239196387
chr19	1018319	0.4611999432	3.58393547895905
chr19	1019106	0.7831042166	3.58455178197751
chr19	1020084	1.0935387026	3.58562126282866
chr19	1026478	2.1798376824	3.59955914496992
chr19	1031213	1.4213692857	3.60628932853771
chr19	1036553	1.3280120974	3.61338091313783
chr19	1038223	1.8537995992	3.61647675846849
chr19	1038446	16.9186293111	3.62024961280487
chr19	1038926	16.9123042208	3.62836751883085
chr19	1039411	16.9064688874	3.63656715624124
chr19	1039472	16.9018744036	3.63759817057986
chr19	1040047	16.8978337547	3.64731442498881
chr19	1040774	0.5498606984	3.64771417371655
chr19	1041165	0.4633780453	3.64789535453226
chr19	1041353	0.4626782152	3.64798233803672
chr19	1042810	0.4584770235	3.64865033905996
chr19	1043749	0.4591609105	3.64908149115492
chr19	1044713	0.4674183486	3.64953208244297
chr19	1045174	0.4845001839	3.64975543702775
chr19	1046521	0.5536909937	3.65050125879626
chr19	1047162	0.7106893886	3.65095681069435
chr19	1051215	0.7093465816	3.65383179238958
chr19	1052006	0.7081453312	3.65439193534656
chr19	1053300	0.7104321476	3.65531123454555
chr19	1053525	0.7106902994	3.65547113986292
chr19	1053678	0.7111910924	3.65557995210005
chr19	1054061	0.7074871034	3.65585091966066
chr19	1056066	0.7072672239	3.65726899044457
chr19	1056493	0.7071357562	3.65757093741247
chr19	1056564	0.7070305213	3.65762113657948
chr19	1056838	0.7070332165	3.65781486368081
chr19	1057138	0.7077578407	3.65802719103302
chr19	1057864	0.7106291656	3.65854310780724
chr19	1058177	0.7141855079	3.65876664787121
chr19	1059005	0.7252875023	3.65936718592312
chr19	1065564	0.8093099936	3.66467545017114
chr19	1065946	0.9130820781	3.66502424752498
chr19	1070992	1.190743265	3.67103273804017
chr19	1073074	1.1902131957	3.67351076191361
chr19	1073410	1.192709608	3.6739115123419
chr19	1074001	1.2140840555	3.6746290360187
chr19	1075980	1.2764531003	3.67715513670419
chr19	1076064	1.3385021467	3.67726757088451
chr19	1080190	1.4621729736	3.68330049657358
chr19	1080312	1.5723281852	3.68349232061218
chr19	1081121	1.6807607878	3.68485205608951
chr19	1081618	1.7823074599	3.68573786289708
chr19	1082343	1.9286739095	3.68713615148147
chr19	1083492	2.1606023024	3.68961868352692
chr19	1085967	2.1660462323	3.69497964795187
chr19	1086044	2.1653748756	3.69514638181729
chr19	1086081	2.1658645316	3.69522651880496
chr19	1088286	2.1610625507	3.69999166172925
chr19	1090804	25.7466808093	3.76482180400707
chr19	1093454	25.7466808093	3.83305050815172
chr19	1095062	25.4402182769	3.87395837914097
chr19	1095123	25.2591655992	3.87549918824252
chr19	1095152	2.1761342997	3.87556229613721
chr19	1095337	2.1734441604	3.87596438330688
chr19	1095515	2.0279646898	3.87632536102167
chr19	1095582	1.9001435321	3.87645267063832
chr19	1095717	1.8744057989	3.87670571542117
chr19	1095739	1.8629784845	3.87674670094783
chr19	1095754	1.8470999487	3.87677440744706
chr19	1096530	1.9324747208	3.8782740078304
chr19	1098067	2.0857521586	3.88147980889817
chr19	1098810	2.2075279826	3.88312000218924
chr19	1098918	2.3676829919	3.88337571195237
chr19	1099702	2.933165289	3.88567531353895
chr19	1100793	10.2196675458	3.89682497083141
chr19	1101993	2.104191618	3.89935000077301
chr19	1102212	1.9898239789	3.89978577222439
chr19	1102729	2.0735561399	3.90085780074872
chr19	1103466	2.5881977718	3.90276530250654
chr19	1106616	2.533823058	3.91074684513924
chr19	1107036	2.0618508798	3.91161282250875
chr19	1107161	0.4102503124	3.9116641037978
chr19	1110830	0.4081228707	3.9131615066104
chr19	1114120	0.2604812047	3.91401848977386
chr19	1116118	0.229715642	3.91447746162658
chr19	1119020	0.2261605541	3.91513377955458
chr19	1119964	0.2252728812	3.91534643715443
chr19	1121781	0.2251209626	3.91575548194348
chr19	1121832	0.2251441841	3.91576696429687
chr19	1122148	0.2258129397	3.91583832118582
chr19	1123379	1.1230796965	3.91722083229221
chr19	1123526	1.4251859373	3.91743033462499
chr19	1123541	1.6810300367	3.91745555007554
chr19	1123663	1.6900920532	3.91766174130603
chr19	1124032	2.945976653	3.91874880669098
chr19	1124054	5.6112579254	3.91887225436534
chr19	1124631	8.3822814372	3.9237088307546
chr19	1124836	9.3656576866	3.92562879058036
chr19	1124872	8.5385968725	3.92593618006777
chr19	1126803	1.1445743164	3.92814635307274
chr19	1127616	1.1026747196	3.92904282761977
chr19	1127721	1.064865511	3.92915463849843
chr19	1127877	1.0077013521	3.92931183990936
chr19	1128192	1.0068034045	3.92962898298177
chr19	1130987	1.1271957971	3.93277949523467
chr19	1131982	1.9717887774	3.93474142506818
chr19	1132638	1.9860254911	3.93604425779034
chr19	1136224	1.9915231639	3.94318585985609
chr19	1136945	1.9934786634	3.9446231579724
chr19	1146101	1.9907656175	3.96285060796623
chr19	1146439	1.9903156993	3.96352333467259
chr19	1152657	1.9627110466	3.97572747196035
chr19	1163935	1.9644574348	3.99788262291003
chr19	1165173	1.9711509612	4.00032290779999
chr19	1170446	1.9905983072	4.01081933267386
chr19	1175397	1.9907848656	4.02067570854344
chr19	1181718	1.9945569159	4.03328330280885
chr19	1183852	1.9958158309	4.03754237379199
chr19	1185547	1.996130589	4.04092581514034
chr19	1185925	1.996177381	4.04168037019036
chr19	1189483	8.4413552609	4.07171471220864
chr19	1189541	8.4411000197	4.07220429600978
chr19	1199816	2.365393914	4.09650871847613
chr19	1200714	1.5426176742	4.09789398914756
chr19	1207239	1.1833333795	4.1056152394488
chr19	1209715	0.3570818006	4.10649937398708
chr19	1211543	0.2611369231	4.10697673228251
chr19	1214658	0.2564899878	4.10777569859451
chr19	1218524	0.2606277838	4.10878328560668
chr19	1221546	0.2891463808	4.10965708596946
chr19	1224260	0.2891351917	4.11044179887973
chr19	1224471	0.2895226393	4.11050288815662
chr19	1224628	0.3421188798	4.11055660082075
chr19	1232724	0.5075459854	4.11466569311855
chr19	1233598	0.5615859483	4.11515651923736
chr19	1233682	0.620838052	4.11520866963373
chr19	1238900	3.7545706193	4.13480001912524
chr19	1244901	11.9297542286	4.20639047425107
chr19	1245701	12.341364048	4.21626356548947
chr19	1246550	12.3711008083	4.22676663007571
chr19	1250110	12.349066906	4.27072930826107
chr19	1251782	12.3513959009	4.29138084220738
chr19	1262249	12.3031742434	4.42015816701305
