Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr16	107143	0.40702276	0.093335921944299
chr16	111939	0.454005278	0.095513331257516
chr16	112999	0.4729468698	0.096014654939504
chr16	113352	0.4793313912	0.096183858920597
chr16	113419	0.4861171954	0.096216428772689
chr16	113599	0.4934064394	0.096305241931781
chr16	113627	0.4996800889	0.09631923297427
chr16	114936	0.4466813292	0.096903938834193
chr16	117409	0.4415563938	0.09799590779606
chr16	118535	0.4198154332	0.098468619973844
chr16	118692	0.5237231786	0.098550844512884
chr16	120329	0.3956776659	0.099198568851962
chr16	125187	0.4004398487	0.101143905636947
chr16	126744	0.3993431152	0.101765682867313
chr16	130720	0.3994612899	0.103353940955956
chr16	132468	0.4017547084	0.104056208186239
chr16	134243	0.5801720886	0.105086013643504
chr16	134391	0.9115398934	0.105220921547727
chr16	135103	0.9105169874	0.105869209642756
chr16	135124	1.4657398499	0.105899990179604
chr16	137430	5.42312572	0.118405718089924
chr16	140006	5.423963744	0.132377848694468
chr16	142315	5.4148197777	0.144880667561177
chr16	145177	5.241598449	0.159882122322215
chr16	148836	5.1424537644	0.178698360646154
chr16	150074	5.1424537644	0.185064718406482
chr16	151390	5.1468304986	0.191837947342639
chr16	152928	5.0944570957	0.199673222355826
chr16	155036	0.4208156259	0.200560301695223
chr16	162650	0.418695205	0.203748246986093
chr16	171058	0.4005082013	0.207115719942624
chr16	175654	0.3637456361	0.208787494886139
chr16	178307	0.3548419592	0.209728890603897
chr16	184365	0.3540735779	0.211873868338815
chr16	184429	0.3535344425	0.211896494543135
chr16	185491	0.3513226449	0.212269599192019
chr16	190281	0.3041709814	0.213726578192925
chr16	191211	0.242412036	0.213952021386405
chr16	197889	0.240011168	0.215554815966309
chr16	202480	0.238402107	0.216649320039546
chr16	206279	0.2381145291	0.217553917135597
chr16	209733	0.2374074105	0.218373922331464
chr16	212300	0.2366923414	0.218981511571837
chr16	214643	0.2362917217	0.219535143075781
chr16	215160	0.2360879711	0.219657200556839
chr16	219034	0.2360850866	0.220571794182328
chr16	226162	0.2361929467	0.222255377506405
chr16	226550	0.2462980022	0.222350941131259
chr16	227125	0.2606632687	0.222500822510761
chr16	227459	0.284689216	0.222595908708905
chr16	227913	0.3175158918	0.222740060923782
chr16	234557	0.4075826616	0.225448040127453
chr16	235314	0.5752907387	0.225883535216649
chr16	236983	0.5878326428	0.226864627897482
chr16	243563	0.9004050646	0.23278929322255
chr16	243916	1.5726306716	0.233344431849625
chr16	244387	1.5699196913	0.234083864024227
chr16	245719	1.0289566736	0.235454434313462
chr16	245796	0.4473162483	0.235488877664581
chr16	248138	0.4357403385	0.236509381537348
chr16	248251	0.4351640361	0.236558555073428
chr16	248589	0.4344410088	0.236705396134402
chr16	250642	0.4336431594	0.23759566554065
chr16	254515	0.4325092446	0.239270773844986
chr16	254804	0.430919694	0.239395309636552
chr16	254850	0.4303758315	0.239415106924801
chr16	255378	0.4295490424	0.239641908819188
chr16	259156	0.4297249782	0.241265409786828
chr16	260381	0.4312735338	0.241793719865733
chr16	261854	2.0640097678	0.244834006253702
chr16	262636	2.0722671488	0.246454519164064
chr16	268414	2.142136142	0.25883178179254
chr16	268475	2.2363323167	0.258968198063859
chr16	269512	7.0513200445	0.266280416950005
chr16	274403	7.0609738965	0.300815640277816
chr16	276455	7.08120884	0.315346280817496
chr16	276826	7.0855270085	0.317975011337649
chr16	278916	7.122179581	0.332860366661939
chr16	279671	7.2357514482	0.33832335900533
chr16	279819	7.3433396284	0.339410173270334
chr16	283146	7.1706476885	0.363266918129973
chr16	284890	1.4488696027	0.365793746717082
chr16	285373	1.1894161625	0.366368234723569
chr16	286396	1.1456756447	0.367540260908097
chr16	286916	1.0191999702	0.368070244892601
chr16	287017	0.5777278926	0.368128595409754
chr16	287678	0.4247299606	0.368409341913711
chr16	289385	0.4220199323	0.369129729938147
chr16	289415	0.4129216796	0.369142117588535
chr16	291079	0.4130737816	0.369829472361117
chr16	291385	0.4100447791	0.369954946063522
chr16	291664	0.4113078919	0.370069700965362
chr16	292191	0.4128123441	0.370287253070703
chr16	296474	0.7696976686	0.373583868185316
chr16	296772	0.9297117923	0.373860922299422
chr16	297184	1.0691609456	0.374301416609009
chr16	297326	1.1768730874	0.37446853258742
chr16	298222	0.6043768077	0.375010054207119
chr16	298687	0.5995634016	0.375288851188863
chr16	299221	0.606435138	0.375612687552555
chr16	299293	0.604299869	0.375656197143123
chr16	299331	0.6005347531	0.375679017463741
chr16	301673	0.7011135148	0.377321025315402
chr16	302736	0.7438402881	0.378111727541653
chr16	304143	0.7437657313	0.379158205925592
chr16	306105	0.7438670101	0.380617672999408
chr16	306689	0.7437804122	0.381052040760133
chr16	307424	0.7439271039	0.381598827181499
chr16	308308	0.7442432876	0.382256738247738
chr16	309567	0.8136853198	0.383281168065366
chr16	309953	0.7684614071	0.383577794168507
chr16	310303	0.7567569569	0.383842659103422
chr16	310317	0.7414569521	0.383853039500751
chr16	310888	0.7377883881	0.384274316670356
chr16	312459	0.5915675069	0.385203669223696
chr16	312638	0.4548290196	0.385285083618204
chr16	317174	0.4714089871	0.38742339478369
chr16	317984	0.4714512671	0.387805270310041
chr16	319140	0.4715313733	0.388350360577576
chr16	319384	0.4900629524	0.388469935937961
chr16	319663	0.505337561	0.38861092511748
chr16	322597	0.506810047	0.390097905795378
chr16	323817	0.5072294889	0.390716725771836
chr16	325198	0.5068404259	0.391416672400004
chr16	325782	0.505973718	0.391712161051316
chr16	325900	0.505139318	0.39177176749084
chr16	326781	0.5036327571	0.392215467949845
chr16	327794	0.4954314661	0.392717340025005
chr16	330425	0.4955251721	0.3940210667528
chr16	331141	0.4799780236	0.394364731017697
chr16	331590	0.4633234762	0.394572763258511
chr16	336423	0.4567287886	0.396780133493815
chr16	337867	0.4568250458	0.39743978885995
chr16	342461	0.4939616695	0.399709048769633
chr16	343342	0.5175632881	0.400165022026449
chr16	345396	0.5248703141	0.401243105651611
chr16	346264	0.5284315884	0.401701784270342
chr16	347044	0.5330678352	0.402117577181798
chr16	347269	0.5273467612	0.402236230203068
chr16	348151	0.5264186671	0.40270053146745
chr16	350245	0.52527113	0.40380044921367
chr16	350475	0.5245638713	0.403921098904069
chr16	351209	0.5239241745	0.404305659248152
chr16	354750	0.5237043071	0.406160096199593
chr16	355416	0.5221028743	0.406507816713877
chr16	358372	0.5636319586	0.408173912783499
chr16	359415	0.6341050776	0.408835284379435
chr16	360054	0.8414123797	0.409372946890064
chr16	360212	1.0384000472	0.409537014097521
chr16	364930	1.0609445312	0.414542550395723
chr16	369092	1.0564804454	0.418939622009478
chr16	369154	1.0543333792	0.419004990678988
chr16	370907	1.0290661352	0.420808943613994
chr16	374277	1.0152485731	0.424230331305341
chr16	374420	1.0033471853	0.424373809952839
chr16	376432	0.9626268504	0.426310615175843
chr16	376476	0.962481241	0.426352964350447
chr16	377784	1.005477737	0.427668129230443
chr16	379951	1.0148821004	0.42986737874201
chr16	380011	2.2845674566	0.430004452789406
chr16	382751	2.4283469509	0.436658123434872
chr16	383623	2.4463218938	0.438791316126266
chr16	386257	2.4567293043	0.445262341113792
chr16	386808	2.471279735	0.446624016247777
chr16	386883	2.4746475683	0.446809614815399
chr16	389550	2.5052348989	0.453491076290766
chr16	391809	2.7374150544	0.459674896898655
chr16	392805	1.2391635715	0.460909103815869
chr16	396362	1.2396712968	0.465318614618587
chr16	398172	4.1864632498	0.472896113100725
chr16	398561	4.4371561341	0.47462216683689
chr16	399345	4.5372826657	0.478179396446799
chr16	399554	4.5900229947	0.479138711252691
chr16	400309	4.5950339731	0.482607961902381
chr16	400759	4.5856198861	0.484671490851126
chr16	405232	4.5747422447	0.50513431291167
chr16	405497	4.5438832009	0.506338441959908
chr16	405646	0.6445027567	0.506434472870656
chr16	406416	0.4483930572	0.5067797355247
chr16	406483	0.2637180868	0.506797404636516
chr16	410673	0.2638894774	0.507903101546822
chr16	411762	0.2640914274	0.508190697111261
chr16	417585	0.2681873466	0.509752352030512
chr16	420829	0.270838241	0.510630951284316
chr16	423930	0.2730111625	0.511477558899229
chr16	424180	0.2759528321	0.511546547107254
chr16	427619	0.2764676666	0.512497319412691
chr16	430096	0.2803679721	0.513191790879583
chr16	430510	0.2854728469	0.5133099766382
chr16	430875	0.2893198789	0.513415578393998
chr16	435555	0.3139689941	0.514884953286386
chr16	439193	0.3374261217	0.516112509517131
chr16	439603	0.7937692026	0.516437954890197
chr16	440267	0.861367313	0.517009902786029
chr16	440645	0.9069808935	0.517352741563772
chr16	441405	0.8999485029	0.518036702425976
chr16	442368	0.9100360374	0.518913067129992
chr16	443863	0.9226534129	0.520292433982277
chr16	445538	0.795718867	0.521625263084502
chr16	445662	0.4718667375	0.521683774559952
chr16	451362	0.4295318074	0.524132105862132
chr16	457904	0.4296662972	0.526942982778415
chr16	460417	0.4341583371	0.528034022679547
chr16	461094	0.4405826418	0.528332297128046
chr16	461183	0.4492794867	0.528372283002362
chr16	461763	0.4665703908	0.528642893829026
chr16	461967	0.4285424086	0.52873031648038
chr16	464407	0.433354534	0.52978770154334
chr16	466922	0.439779715	0.530893747526565
chr16	471579	0.4405170231	0.532945235303142
chr16	472672	0.4399033248	0.533426049637148
chr16	474305	0.4398283186	0.534144289281422
chr16	475812	0.4396781166	0.534806884203138
chr16	477457	0.4395481128	0.535529940848694
chr16	477961	0.4393372356	0.535751366815437
chr16	483465	0.4393988146	0.538169817890995
chr16	484954	0.4399784346	0.538824945780115
chr16	486631	0.44113917	0.539564736168205
chr16	486686	0.4402496172	0.53958894989715
chr16	487913	0.4418411921	0.540131089039857
chr16	489140	1.1558640778	0.541549334263318
chr16	490258	5.0001142502	0.547139461995041
chr16	492029	4.9452911413	0.555897572606284
chr16	497207	2.1500371726	0.567030465086007
chr16	497297	1.2026885532	0.567138707055795
chr16	497458	0.0516140576	0.567147016919068
chr16	500337	0.0514156701	0.567295042633286
chr16	502621	0.0513925577	0.567412423235073
chr16	506375	0.0514800913	0.567605679497813
chr16	506801	0.0514635147	0.567627602955075
chr16	520623	0.2588259448	0.571205095164101
chr16	522855	3.213917561	0.578378559160253
chr16	525312	2.9621382275	0.58565653278522
chr16	530124	0.8414266056	0.589705477611368
chr16	537804	0.8875167561	0.596521606298216
chr16	541586	1.8490172836	0.603514589664791
chr16	544453	5.8588678453	0.620311963777266
chr16	546073	6.0134264954	0.630053714699814
chr16	546442	6.1310358209	0.632316066917726
chr16	551632	16.0983723736	0.71586661953671
chr16	552595	16.1167201041	0.731387020996958
chr16	554554	16.1219530425	0.762969927007216
chr16	556104	16.1219530425	0.78795895422309
chr16	559130	15.2478573609	0.834098970597174
chr16	562698	1.1333645875	0.838142815445374
chr16	573238	1.1188230679	0.84993521058104
chr16	574114	0.4834387001	0.850358702882328
chr16	576346	0.0038171881	0.850367222846167
chr16	577920	0.0038171881	0.850373231100236
chr16	578302	0.0038171881	0.85037468926609
chr16	580089	0.0038171881	0.850381510581225
chr16	580405	0.0038149679	0.850382716111082
chr16	580665	0.0038149679	0.850383708002736
chr16	580710	0.0038149679	0.850383879676291
chr16	580902	0.0038149679	0.850384612150128
chr16	582767	0.0038149679	0.850391727065261
chr16	583125	0.0038149679	0.85039309282377
chr16	583353	0.0038149679	0.850393962636451
chr16	583354	0.0038323731	0.850393966468824
chr16	583764	0.0038323731	0.850395537741795
chr16	585525	0.0462561621	0.850476994843253
chr16	585794	0.5041311003	0.850612606109234
chr16	587212	0.0081819728	0.850624208146664
chr16	591164	0.0090552409	0.850659994458701
chr16	592610	0.013464614	0.850679464290545
chr16	593873	0.0368698444	0.850726030904022
chr16	594393	0.1806128656	0.850819949594134
chr16	594438	0.3354410157	0.85083504443984
chr16	595968	0.3358472441	0.851348890723314
chr16	596388	0.3175218045	0.851482249881204
chr16	596421	0.300238621	0.851492157755697
chr16	596571	0.2780531433	0.851533865727192
chr16	596639	0.2504117195	0.851550893724118
chr16	596865	0.1934525191	0.851594613993434
chr16	597006	0.0694572544	0.851604407466305
chr16	597094	0.0694572544	0.851610519704692
chr16	600788	0.0669132143	0.851857697118316
chr16	601115	0.0652506176	0.851879034070271
chr16	601279	0.0642568753	0.85188957219782
chr16	602941	0.0646395364	0.851997003107317
chr16	603739	0.0663059572	0.852049915261163
chr16	605262	2.8128208631	0.856333841435664
chr16	605648	1.5422249392	0.856929140262195
chr16	605686	0.0645517149	0.856931593227362
chr16	609543	0.0645517149	0.857180569191731
chr16	611080	0.0645517149	0.857279785177532
chr16	611142	0.0645467523	0.857283787076175
chr16	611335	0.0645467523	0.857296244599369
chr16	615323	0.064537958	0.857553621975873
chr16	621245	0.0647368112	0.8579369933718
chr16	621682	0.064747593	0.85796528806994
chr16	624424	0.0670620996	0.858149172347043
chr16	625680	0.1614770151	0.858351987478009
chr16	626261	0.3138124568	0.85853431251541
chr16	626989	1.2686025297	0.859457855157031
chr16	627629	0.4593632056	0.859751847608615
chr16	627854	0.3874834754	0.85983903139058
chr16	628020	0.3392055114	0.859895339505473
chr16	628430	0.3344697322	0.860032472095675
chr16	628877	0.312001554	0.860171936790313
chr16	629241	0.3102321854	0.860284861305798
chr16	629412	0.3057702993	0.860337148026979
chr16	629953	0.3043824386	0.860501818926261
chr16	630695	0.3173717	0.860737308727661
chr16	632566	0.3282076703	0.861351385278793
chr16	635708	1.5725314921	0.86629227922697
chr16	647249	1.2867722706	0.881142918001965
chr16	650644	0.9237381341	0.884279008967235
chr16	651656	0.8513330751	0.885140558039236
chr16	655795	0.7796431605	0.888367501080546
chr16	657295	0.7821397867	0.889540710760595
chr16	660255	0.2552380658	0.890296215435364
chr16	661905	0.0338693985	0.890352099942889
chr16	662867	0.0283942597	0.89037941522072
chr16	665060	0.028339515	0.890441563777115
chr16	665990	0.0293245355	0.89046883559513
chr16	666287	0.0335780364	0.89047880827194
chr16	666428	0.0406513008	0.890484540105353
chr16	667523	1.122201195	0.891713350413878
chr16	667544	1.558863484	0.891746086547042
chr16	668862	0.9030239261	0.892936272081642
chr16	670960	0.9133715175	0.894852525525357
chr16	674084	0.9134087357	0.897706014415684
chr16	675335	1.3307490596	0.899370781489244
chr16	681725	1.1186352005	0.906518860420439
chr16	681771	0.920060154	0.906561183187523
chr16	685921	0.8696439096	0.910170205412363
chr16	687793	0.7679755918	0.911607855720212
chr16	690404	0.7340435464	0.913524443419863
chr16	690466	0.7090645836	0.913568405424046
chr16	696884	0.7044272716	0.918089419653175
chr16	699057	0.7858463444	0.919797063759556
chr16	700107	1.0766574532	0.920927554085416
chr16	701873	1.0764120576	0.922828497779137
chr16	704230	1.0765368866	0.925365895220854
chr16	707459	1.0802552855	0.928854039537733
chr16	709602	1.2340688659	0.931498649117357
chr16	710298	2.0539928272	0.932928228125088
chr16	710411	2.898759678	0.933255787968702
chr16	714040	0.6799225725	0.935723226984305
chr16	716485	0.6538661613	0.937321929748683
chr16	719247	0.6588239269	0.93914160143478
chr16	720103	0.6701622143	0.939715260290222
chr16	720148	0.683225564	0.939746005440602
chr16	722842	0.6960504906	0.941621165462278
chr16	724692	0.6733660073	0.942866892575783
chr16	728024	0.6734506509	0.945110830144582
chr16	728820	0.68012906	0.945652212876342
chr16	730339	0.5599687334	0.946502805382377
chr16	733004	0.5451882676	0.94795573211553
chr16	735279	0.521699825	0.949142599217406
chr16	737738	0.5205890617	0.950422727720126
chr16	739761	5.9041448997	0.962366812852219
chr16	742190	14.1817264515	0.996814226402912
chr16	748489	13.7780759472	1.08360232679433
chr16	750821	13.7344030695	1.1156309547524
chr16	751627	13.7105236133	1.12668163678472
chr16	751796	13.7083570769	1.12899834913072
chr16	752234	13.6465575678	1.13497554134541
chr16	754760	11.8500844126	1.16490885457164
chr16	756655	10.5575273966	1.1849153689882
chr16	759963	9.7254889809	1.21708728653701
chr16	760039	9.6556142987	1.21782111322371
chr16	760143	1.5948452442	1.21798697712911
chr16	761433	1.5365586837	1.21996913783109
chr16	761746	1.3886764117	1.22040379354795
chr16	768802	1.3710027607	1.23007758902745
chr16	774098	1.3736810785	1.23735260401918
chr16	778466	1.3729601546	1.24334969397448
chr16	778844	1.3710133865	1.24386793703457
chr16	779230	1.3707772778	1.2443970570638
chr16	779583	1.3697871694	1.2448805919346
chr16	779955	1.3684362599	1.24538965022329
chr16	780953	1.3587171632	1.24674564995216
chr16	781464	1.3569270408	1.24743903967001
chr16	781496	1.3434386325	1.24748202970625
chr16	781539	1.33149943	1.24753928418174
chr16	785298	1.3282423315	1.25253214710585
chr16	786149	1.3233780553	1.25365834183091
chr16	789978	1.1655924185	1.25812139520135
chr16	790014	1.0006870625	1.2581574199356
chr16	790378	0.8637281527	1.25847181698319
chr16	790597	0.8641097365	1.25866105701548
chr16	790769	0.8034228201	1.25879924574054
chr16	791710	0.7877037411	1.25954047496091
chr16	795819	0.7863444987	1.26277156450607
chr16	797597	0.7899378043	1.26417607392212
chr16	797743	0.7896527973	1.26429136323052
chr16	802137	2.4003717809	1.2748385968358
chr16	804689	3.4270555244	1.28358444253407
chr16	805717	12.9519608242	1.29689905826134
chr16	810673	12.9528452987	1.3610933595617
chr16	812833	12.953022031	1.38907188714866
chr16	815040	3.0570052853	1.39581869781332
chr16	817937	3.0499034134	1.40465426800194
chr16	818453	2.7494033753	1.40607296014359
chr16	820950	2.4426076135	1.4121721513545
chr16	824641	2.4422224365	1.42118639436762
chr16	824650	2.4409322844	1.42120836275818
chr16	825050	2.4424441486	1.42218534041762
chr16	825068	2.4457948839	1.42222936472553
chr16	825116	2.4457948833	1.42234676287993
chr16	825402	2.4488844241	1.42304714382523
chr16	825708	2.4575937693	1.42379916751863
chr16	825737	2.4662670166	1.42387068926211
chr16	825772	2.4659386214	1.42395699711386
chr16	828324	2.4662633991	1.43025090130837
chr16	828634	2.4659576555	1.43101534818157
chr16	830773	2.4724624588	1.43630394538095
chr16	835032	2.555110015	1.44718615893483
chr16	839656	2.8347414883	1.46029400357673
chr16	841352	2.834036074	1.46510052875823
chr16	842018	4.3161964093	1.46797511556683
chr16	845079	21.0512324052	1.53241293795915
chr16	847566	21.2344253335	1.58522295376356
chr16	848328	7.4510704345	1.59090066943465
chr16	852322	6.6652669665	1.61752174569885
chr16	853638	6.6373080665	1.62625644311436
chr16	853776	6.6373080665	1.62717239162754
chr16	854551	6.6277508901	1.63230889856737
chr16	854871	6.6261378167	1.63442926266871
chr16	854995	6.6226237173	1.63525046800965
chr16	855016	6.5910086286	1.63538887919085
chr16	855031	6.547785862	1.63548709597878
chr16	855122	1.9197664176	1.63566179472278
chr16	855356	1.7785642089	1.63607797874766
chr16	855559	1.7176646829	1.63642666467829
chr16	855563	1.65602532	1.63643328877957
chr16	855622	1.4627783814	1.63651959270407
chr16	855762	1.4587948899	1.63672382398866
chr16	856225	1.3472385252	1.63734759542582
chr16	856887	0.7120429352	1.63781896784893
chr16	860950	0.7688127412	1.64094265401642
chr16	861717	0.9835080038	1.64169700465534
chr16	863781	0.9837236787	1.64372741032817
chr16	864426	0.9837280682	1.64436191493216
chr16	866122	0.9835425687	1.64603000312868
chr16	867120	0.9834657302	1.64701150192742
chr16	867767	0.992747149	1.64765380933282
chr16	870310	0.9943591125	1.65018246455591
chr16	870416	1.0117937964	1.65028971469833
chr16	873865	3.6484123926	1.6628730890404
chr16	878106	1.2362453317	1.66811600549214
chr16	879428	1.0707834193	1.66953158117246
chr16	879711	1.0308508929	1.66982331197515
chr16	880010	1.0106419117	1.67012549390675
chr16	881686	1.0128906872	1.67182309869849
chr16	882359	1.0886488356	1.67255575936485
chr16	883238	1.5912860125	1.67395449976984
chr16	883778	2.5407984369	1.67532653092577
chr16	883911	3.254513947	1.67575938128072
chr16	884180	3.7001014586	1.67675470857308
chr16	884679	3.7088351483	1.67860541731208
chr16	885480	3.7536224987	1.68161206893354
chr16	885567	20.587486223	1.68340318023494
chr16	888014	20.587486223	1.73378075902262
chr16	888106	20.590740224	1.73567510712323
chr16	888967	20.5785510334	1.75339323956299
chr16	889312	20.5717613177	1.76049049721759
chr16	889795	1.2394382581	1.76108914589626
chr16	893107	1.2388090484	1.76519208146456
chr16	893361	1.2224023057	1.76550257165021
chr16	897817	51.6523963611	1.99566564983527
chr16	898966	51.666158294	2.05503006571507
chr16	900922	0.3525845946	2.05571972118211
chr16	901045	0.3462059429	2.05576230451309
chr16	907885	0.3013606746	2.05782361152735
chr16	910725	0.2466776908	2.05852417616922
chr16	911051	0.2237127485	2.05859710652523
chr16	913315	0.2220346777	2.05909979303555
chr16	915679	0.2215465508	2.05962352908164
chr16	916335	0.2209694482	2.05976848503966
chr16	918292	0.2224632952	2.06020384570836
chr16	920598	0.095601582	2.06042430295646
chr16	924411	0.09586368	2.0607898311683
chr16	925966	0.0931666146	2.060934705254
chr16	926554	0.0928432451	2.06098929708212
chr16	929006	0.0927083868	2.06121661804655
chr16	932456	0.7718428796	2.06387947598117
chr16	932503	1.5511722872	2.06395238107867
chr16	932572	1.6748038745	2.06406794254601
chr16	933163	1.6847063189	2.06506360398048
chr16	933292	1.6914973042	2.06528180713272
chr16	935717	1.2034297936	2.0682001243822
chr16	935767	0.8823871218	2.06824424373829
chr16	935891	0.8284540172	2.06834697203642
chr16	935947	0.7905372405	2.06839124212189
chr16	936758	1.9861427762	2.07000200391339
chr16	937256	1.7155838304	2.07085636466093
chr16	937358	1.1174412762	2.0709703436711
chr16	937371	0.6558060177	2.07097886914933
chr16	937877	4.2227247031	2.0731155678491
chr16	937935	4.2344809355	2.07336116774336
chr16	937972	3.1282896581	2.07347691446071
chr16	937996	1.2898310029	2.07350787040478
chr16	938070	0.3713359995	2.07353534926874
chr16	938168	0.3060427337	2.07356534145664
chr16	938578	0.3044174273	2.07369015260184
chr16	938889	0.2996369413	2.07378333969058
chr16	938998	0.2981664246	2.07381583983086
chr16	939191	0.3491463291	2.07388322507238
chr16	939381	0.3552138657	2.07395071570686
chr16	939449	0.3618903581	2.07397532425121
chr16	939633	0.3270570745	2.07403550275292
chr16	939858	0.5683613466	2.0741633840559
chr16	940021	1.6003596947	2.07442424268614
chr16	940386	0.8043681265	2.07471783705231
chr16	940400	0.25325825	2.07472138266781
chr16	940815	0.2454566457	2.07482324717578
chr16	940898	0.2426298242	2.07484338545119
chr16	941002	0.2071307749	2.07486492705178
chr16	941219	0.1633512395	2.07490037427075
chr16	941872	0.1314358772	2.07498620189856
chr16	942091	0.1143722338	2.07501124941776
chr16	942300	0.10173703	2.07503251245703
chr16	942590	0.0944784706	2.07505991121351
chr16	942961	0.0897895945	2.07509322315307
chr16	943820	0.089507302	2.07517010992548
chr16	944364	0.089659591	2.07521888474299
chr16	944699	0.0913146672	2.0752494751565
chr16	944887	0.0957989208	2.07526748535361
chr16	945082	0.113421602	2.075289602566
chr16	945101	0.1324291453	2.07529211871976
chr16	945156	0.1518349656	2.07530046964287
chr16	945894	0.2174268931	2.07546093068998
chr16	954554	0.2170014193	2.07734016298112
chr16	954694	0.2166516243	2.07737049420852
chr16	957461	0.2165509777	2.07796969076381
chr16	957763	0.2164516152	2.0780350591516
chr16	959035	0.216441714	2.07831037301181
chr16	962750	0.2163623806	2.07911415925574
chr16	963165	0.2163368393	2.07920393904405
chr16	966057	0.2160076423	2.07982863314558
chr16	972502	0.2162029557	2.08122206119507
chr16	975983	0.216251046	2.0819748310862
chr16	976398	0.2162553244	2.08206457704582
chr16	979912	0.21627588	2.08282457048814
chr16	982776	0.2163032556	2.08344406301218
chr16	985548	0.2167797429	2.0840449764595
chr16	985653	0.217036985	2.08406776534293
chr16	986640	3.149817456	2.08717663517201
chr16	987035	18.2007633337	2.09436593668882
chr16	990849	17.9951603991	2.16299947845099
chr16	995384	14.8844826003	2.23050060704335
chr16	995838	14.5494212108	2.23710604427305
chr16	995951	14.5499875488	2.23875019286607
chr16	996081	14.5499875489	2.24064169124743
chr16	996471	16.8150125969	2.24719954616022
chr16	997358	16.8150125969	2.26211446233367
chr16	997385	16.815012597	2.26256846767379
chr16	997430	16.8150125969	2.26332514324065
chr16	997729	16.8138779184	2.26835249273825
chr16	997780	16.8128294837	2.26920994704192
chr16	998526	16.8066828399	2.28174773244049
chr16	998568	16.8063990271	2.28245360119963
chr16	998864	16.7903000729	2.28742353002121
chr16	998950	16.5430373514	2.28884623123343
chr16	999075	13.8417151769	2.29057644563054
chr16	999139	12.1738876244	2.2913555744385
chr16	999431	11.7881903336	2.29479772601591
chr16	999677	11.7881903336	2.29769762083797
chr16	999703	11.7859014169	2.29800405427481
chr16	1000199	11.785901417	2.30384986137765
chr16	1000406	11.7844468168	2.30628924186872
chr16	1000507	8.9357667906	2.30719175431457
chr16	1000760	7.6769263041	2.30913401666951
chr16	1000877	1.2286823302	2.30927777250214
chr16	1001520	1.1075997018	2.3099899591104
chr16	1002943	1.0875807196	2.31153758647439
chr16	1003817	1.080502563	2.31248194571446
chr16	1005808	1.0790214833	2.31463027748771
chr16	1006547	1.0780255081	2.31542693833819
chr16	1010082	1.0779299096	2.31923742056863
chr16	1010223	1.0780921345	2.31938943155959
chr16	1011058	1.0809986453	2.32029206542842
chr16	1012312	1.0843775273	2.32165187484765
chr16	1012888	1.0840825822	2.322276306415
chr16	1015433	1.0847812985	2.32503707481968
chr16	1016396	1.0851109968	2.3260820367096
chr16	1020147	1.1248997923	2.33030153583052
chr16	1022974	1.4010342777	2.33426225973357
chr16	1023552	1.6887704403	2.33523836904807
